id,userId,timestamp,temperature,humidity,lux,sensor_fault,user_override,relay_heater,relay_mist,relay_fan,relay_light
69cac4e6b4e5240b139be068,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:45:58.106Z,25.8,61.7,0,false,false,false,true,true,true
69cac4f0b4e5240b139be069,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:46:08.107Z,25.8,61.9,0,false,false,false,true,true,true
69cac4fab4e5240b139be06a,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:46:18.107Z,25.8,62.1,0,false,false,false,true,true,true
69cac504b4e5240b139be06b,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:46:28.106Z,25.8,62.3,0,false,false,false,true,true,true
69cac50eb4e5240b139be06c,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:46:38.106Z,25.8,62.5,0,false,false,false,true,true,true
69cac518b4e5240b139be06d,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:46:48.105Z,25.8,62.8,0,false,false,false,true,true,true
69cac549b4e5240b139be06e,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:47:37.866Z,25.8,63.7,0,false,false,false,true,true,true
69cac553b4e5240b139be06f,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:47:47.873Z,25.8,63.8,0,false,false,false,true,true,true
69cac55db4e5240b139be070,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:47:57.867Z,25.8,64,0,false,false,false,true,true,true
69cac567b4e5240b139be071,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:48:07.866Z,25.8,64.2,0,false,false,false,true,true,true
69cac571b4e5240b139be072,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:48:17.869Z,25.8,64.4,0,false,false,false,true,true,true
69cac57bb4e5240b139be073,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:48:27.867Z,25.8,64.6,0,false,false,false,true,true,true
69cac585b4e5240b139be074,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:48:37.866Z,25.8,64.8,0,false,false,false,true,true,true
69cac58fb4e5240b139be075,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:48:47.868Z,25.8,64.9,0,false,false,false,true,true,true
69cac599b4e5240b139be076,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:48:57.869Z,25.8,65.2,0,false,false,false,true,true,true
69cac5a3b4e5240b139be077,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:49:07.867Z,25.8,65.5,0,false,false,false,true,true,true
69cac5adb4e5240b139be078,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:49:17.866Z,25.8,65.7,0,false,false,false,true,true,true
69cac5b7b4e5240b139be079,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:49:27.866Z,25.8,65.9,0,false,false,false,true,true,true
69cac5c1b4e5240b139be07a,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:49:37.866Z,25.8,66,0,false,false,false,true,true,true
69cac5cbb4e5240b139be07b,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:49:47.868Z,25.8,66.2,0,false,false,false,true,true,true
69cac5d5b4e5240b139be07c,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:49:57.867Z,25.9,66.5,0,false,false,false,true,true,true
69cac5dfb4e5240b139be07d,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:50:07.865Z,25.9,66.7,0,false,false,false,true,true,true
69cac60cb4e5240b139be07e,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:50:52.788Z,25.9,66.8,0,false,false,false,true,true,true
69cac616b4e5240b139be07f,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:51:02.790Z,25.9,67,0,false,false,false,true,true,true
69cac620b4e5240b139be080,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:51:12.790Z,25.9,67.3,0,false,false,false,true,true,true
69cac62ab4e5240b139be081,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:51:22.790Z,25.9,67.5,0,false,false,false,true,true,true
69cac634b4e5240b139be082,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:51:32.789Z,25.9,67.6,0,false,false,false,true,true,true
69cac63eb4e5240b139be083,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:51:42.791Z,25.9,67.8,0,false,false,false,true,true,true
69cac648b4e5240b139be084,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:51:52.788Z,25.9,67.9,0,false,false,false,true,true,true
69cac652b4e5240b139be085,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:52:02.788Z,26,67.7,0,false,false,false,true,true,true
69cac65cb4e5240b139be086,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:52:12.790Z,26,67.3,0,false,false,false,true,true,true
69cac666b4e5240b139be087,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:52:22.787Z,26,66.8,0,false,false,false,true,true,true
69cac670b4e5240b139be088,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:52:32.788Z,26,66.2,0,false,false,false,true,true,true
69cac67ab4e5240b139be089,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:52:42.788Z,26,65.7,0,false,false,false,true,true,true
69cac684b4e5240b139be08a,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:52:52.788Z,26,65.4,0,false,false,false,true,true,true
69cac68eb4e5240b139be08b,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:53:02.788Z,26,64.9,0,false,false,false,true,true,true
69cac698b4e5240b139be08c,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:53:12.790Z,26,64.6,0,false,false,false,true,true,true
69cac6a2b4e5240b139be08d,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:53:22.789Z,26,64.5,0,false,false,false,true,true,true
69cac6acb4e5240b139be08e,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:53:32.788Z,26,64.2,0,false,false,false,true,true,true
69cac6b6b4e5240b139be08f,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:53:42.786Z,26,63.8,0,false,false,false,true,true,true
69cac6c0b4e5240b139be090,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:53:52.790Z,26,63.3,0,false,false,false,true,true,true
69cac6cab4e5240b139be091,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:54:02.789Z,26,62.9,0,false,false,false,true,true,true
69cac6d4b4e5240b139be092,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:54:12.787Z,26,62.4,0,false,false,false,true,true,true
69cac6deb4e5240b139be093,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:54:22.787Z,26,62.1,0,false,false,false,true,true,true
69cac6e8b4e5240b139be094,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:54:32.788Z,25.9,61.8,0,false,false,false,true,true,true
69cac6f2b4e5240b139be095,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:54:42.785Z,25.9,61.5,0,false,false,false,true,true,true
69cac6fcb4e5240b139be096,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:54:52.786Z,26,61.1,0,false,false,false,true,true,true
69cac706b4e5240b139be097,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:55:02.790Z,25.9,61,0,false,false,false,true,true,true
69cac710b4e5240b139be098,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:55:12.785Z,25.9,61,0,false,false,false,true,true,true
69cac71ab4e5240b139be099,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:55:22.787Z,25.9,60.6,0,false,false,false,true,true,true
69cac724b4e5240b139be09a,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:55:32.791Z,25.9,60.3,0,false,false,false,true,true,true
69cac72eb4e5240b139be09b,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:55:42.784Z,25.9,60.1,0,false,false,false,true,true,true
69cac738b4e5240b139be09c,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:55:52.785Z,25.9,60.1,0,false,false,false,true,true,true
69cac742b4e5240b139be09d,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:56:02.783Z,25.9,59.9,0,false,false,false,true,true,true
69cac74cb4e5240b139be09e,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:56:12.787Z,25.9,59.7,0,false,false,false,true,true,true
69cac756b4e5240b139be09f,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:56:22.784Z,25.9,59.6,0,false,false,false,true,true,true
69cac760b4e5240b139be0a0,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:56:32.784Z,25.9,59.5,0,false,false,false,true,true,true
69cac76ab4e5240b139be0a1,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:56:42.784Z,25.9,59.6,0,false,false,false,true,true,true
69cac77bb4e5240b139be0a2,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:56:59.746Z,25.9,60,0,false,false,false,true,true,true
69cac785b4e5240b139be0a3,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:57:09.756Z,25.9,60.3,0,false,false,false,true,true,true
69cac78fb4e5240b139be0a4,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:57:19.747Z,25.9,60.5,0,false,false,false,true,true,true
69cac799b4e5240b139be0a5,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:57:29.747Z,25.9,60.6,0,false,false,false,true,true,true
69cac7a3b4e5240b139be0a6,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:57:39.747Z,25.9,60.8,0,false,false,false,true,true,true
69cac7adb4e5240b139be0a7,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:57:49.745Z,25.9,61,0,false,false,false,true,true,true
69cac7b7b4e5240b139be0a8,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:57:59.750Z,25.9,61.2,0,false,false,false,true,true,true
69cac7c1b4e5240b139be0a9,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:58:09.745Z,25.9,61.4,0,false,false,false,true,true,true
69cac7cbb4e5240b139be0aa,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:58:19.746Z,25.8,61.7,0,false,false,false,true,true,true
69cac7d5b4e5240b139be0ab,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:58:29.746Z,25.9,61.8,0,false,false,false,true,true,true
69cac7dfb4e5240b139be0ac,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:58:39.745Z,25.9,62,0,false,false,false,true,true,true
69cac7e9b4e5240b139be0ad,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:58:49.745Z,25.9,62.2,0,false,false,false,true,true,true
69cac7f3b4e5240b139be0ae,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:58:59.746Z,25.9,62.5,0,false,false,false,true,true,true
69cac7fdb4e5240b139be0af,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:59:09.744Z,25.9,62.8,0,false,false,false,true,true,true
69cac807b4e5240b139be0b0,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:59:19.745Z,25.9,63.2,0,false,false,false,true,true,true
69cac811b4e5240b139be0b1,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:59:29.746Z,25.9,63.3,0,false,false,false,true,true,true
69cac81bb4e5240b139be0b2,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:59:39.745Z,25.9,63.4,0,false,false,false,true,true,true
69cac82bb4e5240b139be0b3,67c6fd9a9acfdbc1d05c22b1,2026-03-30T18:59:55.548Z,25.9,64.4,0,false,false,false,true,true,true
69cac835b4e5240b139be0b4,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:00:05.547Z,25.9,65.1,0,false,false,false,true,true,true
69cac83fb4e5240b139be0b5,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:00:15.545Z,25.9,65.4,0,false,false,false,true,true,true
69cac867b4e5240b139be0b6,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:00:55.547Z,26,65.2,0,false,false,false,true,true,true
69cac871b4e5240b139be0b7,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:01:05.548Z,26,65.4,0,false,false,false,true,true,true
69cac87bb4e5240b139be0b8,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:01:15.543Z,26,65.7,0,false,false,false,true,true,true
69cac885b4e5240b139be0b9,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:01:25.544Z,26,66,0,false,false,false,true,true,true
69cac88fb4e5240b139be0ba,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:01:35.542Z,26,66,0,false,false,false,true,true,true
69cac899b4e5240b139be0bb,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:01:45.541Z,26,66.3,0,false,false,false,true,true,true
69cac8a3b4e5240b139be0bc,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:01:55.543Z,26,66.4,0,false,false,false,true,true,true
69cac8adb4e5240b139be0bd,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:02:05.543Z,26,66.6,0,false,false,false,true,true,true
69cac8b7b4e5240b139be0be,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:02:15.543Z,26,67,0,false,false,false,true,true,true
69cac8c1b4e5240b139be0bf,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:02:25.542Z,26.1,67.6,0,false,false,false,true,true,true
69cac8cbb4e5240b139be0c0,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:02:35.545Z,26,67.7,0,false,false,false,true,true,true
69cac8d5b4e5240b139be0c1,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:02:45.543Z,26.1,67.3,0,false,false,false,true,true,true
69cac8dfb4e5240b139be0c2,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:02:55.542Z,26.1,67,0,false,false,false,true,true,true
69cac8e9b4e5240b139be0c3,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:03:05.542Z,26.1,66.6,0,false,false,false,true,true,true
69cac8f3b4e5240b139be0c4,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:03:15.542Z,26.1,66.1,0,false,false,false,true,true,true
69cac8fdb4e5240b139be0c5,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:03:25.543Z,26.1,65.7,0,false,false,false,true,true,true
69cac907b4e5240b139be0c6,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:03:35.540Z,26.1,65.3,0,false,false,false,true,true,true
69cac911b4e5240b139be0c7,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:03:45.540Z,26.1,64.7,0,false,false,false,true,true,true
69cac91bb4e5240b139be0c8,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:03:55.542Z,26.1,64.4,0,false,false,false,true,true,true
69cac925b4e5240b139be0c9,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:04:05.540Z,26.1,64.2,0,false,false,false,true,true,true
69cac92fb4e5240b139be0ca,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:04:15.541Z,26.1,63.8,0,false,false,false,true,true,true
69cac939b4e5240b139be0cb,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:04:25.540Z,26.1,63.6,0,false,false,false,true,true,true
69cac943b4e5240b139be0cc,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:04:35.540Z,26.1,63.4,0,false,false,false,true,true,true
69cac94db4e5240b139be0cd,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:04:45.540Z,26.1,62.9,0,false,false,false,true,true,true
69cac957b4e5240b139be0ce,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:04:55.541Z,26.1,62.4,0,false,false,false,true,true,true
69cac961b4e5240b139be0cf,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:05:05.547Z,26.1,61.9,0,false,false,false,true,true,true
69cac96bb4e5240b139be0d0,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:05:15.540Z,26.1,61.6,0,false,false,false,true,true,true
69cac975b4e5240b139be0d1,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:05:25.542Z,26.1,61.6,0,false,false,false,true,true,true
69cac97fb4e5240b139be0d2,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:05:35.543Z,26.1,61.6,0,false,false,false,true,true,true
69cac989b4e5240b139be0d3,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:05:45.548Z,26.1,61.5,0,false,false,false,true,true,true
69cac9a6b4e5240b139be0d4,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:06:14.480Z,26,61.6,0,false,false,false,true,true,true
69cac9b0b4e5240b139be0d5,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:06:24.481Z,26,61.6,0,false,false,false,true,true,true
69cac9bab4e5240b139be0d6,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:06:34.480Z,26,61.7,0,false,false,false,true,true,true
69cac9c4b4e5240b139be0d7,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:06:44.480Z,26,61.9,0,false,false,false,true,true,true
69cac9ceb4e5240b139be0d8,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:06:54.479Z,26.1,62,0,false,false,false,true,true,true
69cac9d8b4e5240b139be0d9,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:07:04.482Z,26.1,62.4,0,false,false,false,true,true,true
69cac9e2b4e5240b139be0da,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:07:14.481Z,26.1,63,0,false,false,false,true,true,true
69cac9ecb4e5240b139be0db,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:07:24.483Z,26.1,63.1,0,false,false,false,true,true,true
69cac9f6b4e5240b139be0dc,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:07:34.480Z,26,63.2,0,false,false,false,true,true,true
69caca00b4e5240b139be0dd,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:07:44.482Z,26.1,63.5,0,false,false,false,true,true,true
69caca0ab4e5240b139be0de,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:07:54.484Z,26.1,63.8,0,false,false,false,true,true,true
69caca14b4e5240b139be0df,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:08:04.480Z,26.1,63.9,0,false,false,false,true,true,true
69caca1eb4e5240b139be0e0,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:08:14.482Z,26.1,64.1,0,false,false,false,true,true,true
69caca41b4e5240b139be0e1,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:08:49.314Z,26.1,64.5,0,false,false,false,true,true,true
69caca4bb4e5240b139be0e2,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:08:59.314Z,26.1,64.7,0,false,false,false,true,true,true
69caca55b4e5240b139be0e3,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:09:09.321Z,26.1,64.8,0,false,false,false,true,true,true
69caca5fb4e5240b139be0e4,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:09:19.314Z,26.1,65,0,false,false,false,true,true,true
69caca69b4e5240b139be0e5,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:09:29.314Z,26.1,65.1,0,false,false,false,true,true,true
69caca73b4e5240b139be0e6,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:09:39.314Z,26.1,65.7,0,false,false,false,true,true,true
69caca7db4e5240b139be0e7,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:09:49.315Z,26.1,66,0,false,false,false,true,true,true
69caca87b4e5240b139be0e8,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:09:59.313Z,26.1,65.9,0,false,false,false,true,true,true
69caca91b4e5240b139be0e9,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:10:09.314Z,26.2,66.2,0,false,false,false,true,true,true
69caca9bb4e5240b139be0ea,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:10:19.313Z,26.2,66.4,0,false,false,false,true,true,true
69cacaa5b4e5240b139be0eb,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:10:29.313Z,26.2,66.5,0,false,false,false,true,true,true
69cacaafb4e5240b139be0ec,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:10:39.313Z,26.2,67,0,false,false,false,true,true,true
69cacab9b4e5240b139be0ed,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:10:49.313Z,26.2,66.8,0,false,false,false,true,true,true
69cacac3b4e5240b139be0ee,67c6fd9a9acfdbc1d05c22b1,2026-03-30T19:10:59.314Z,26.2,66.4,0,false,false,false,true,true,true
